Gene,ModuleA,pA,p.adjA,coefA,AUCA,ModuleH,pH,p.adjH,coefH,AUCH,ARank,HRank,RankSum,,A = anti-TNF
FCRL5,M6,0.001370969,0.033588738,-1.360572051,0.75974026,M6,0.003418198,0.157148224,-0.049687919,0.648717949,14306,14693.5,28999.5,,
DCBLD1,unassigned,0.00023919,0.024263656,-5.065265245,0.804112554,unassigned,0.022948155,0.265510174,-0.122333484,0.62991453,14728.5,14270.5,28999,,
FBXW7,M6,0.002155547,0.041052747,-2.999684189,0.742424242,M6,0.001320049,0.122988546,-0.198311612,0.666837607,14069,14914,28983,,
SEMA4D,M6,0.000446111,0.024668118,-3.314750074,0.793290043,M6,0.01668988,0.240213581,-0.05119782,0.631623932,14658,14314,28972,,
SEC14L1,M6,0.000589639,0.026574314,-3.131520042,0.787878788,M6,0.014507601,0.229233819,-0.048142647,0.633846154,14598.5,14372,28970.5,,
MLKL,unassigned,0.002682716,0.044747016,-1.645907796,0.738095238,unassigned,0.001537672,0.127475918,-0.093780424,0.671282051,14008,14956.5,28964.5,,
LRRK2,M20,0.000926243,0.029854247,-1.659601889,0.805194805,M20,0.041360824,0.330403464,-0.250656679,0.628717949,14737.5,14224,28961.5,,
TFPI,M16,0.003521742,0.050917002,-0.978302537,0.764069264,M16,0.008028039,0.186459488,-0.084696409,0.643418803,14362.5,14594,28956.5,,
P3H1,M20,0.000567943,0.026274022,-4.336712299,0.832251082,M20,0.014004718,0.227109412,-0.139905808,0.623589744,14879,14073,28952,,
NCF2,M5,7.22E-05,0.024263656,-1.458927209,0.8495671,M5,0.20437328,0.594764512,-0.022977035,0.621196581,14955,13984,28939,,
CDH5,M20,0.000684866,0.027784541,-2.27955345,0.837662338,M20,0.020835024,0.255448622,-0.119157896,0.622222222,14910.5,14023,28933.5,,
C11orf70,unassigned,0.001220232,0.032390383,-8.985297385,0.798701299,unassigned,0.009974632,0.199954744,-1.956475314,0.628888889,14699,14233.5,28932.5,,
LYN,M7,0.001016052,0.030615866,-2.944290926,0.803030303,M7,0.04452015,0.339306719,-0.037429033,0.628205128,14723,14209,28932,,
PHLDB2,M2,0.00121238,0.032390383,-7.366056039,0.767316017,M2,0.006274003,0.174189501,-0.296294974,0.64,14396,14531,28927,,
ANXA1,M1,0.003528532,0.050917002,-0.922241409,0.732683983,M1,0.002821846,0.154187341,-0.005239608,0.686324786,13898.5,15027,28925.5,,
FBN1,M2,0.000555234,0.026069485,-2.849710453,0.834415584,M2,0.01264524,0.216297674,-0.089963213,0.622393162,14889,14034,28923,,
TIMP1,M4,0.000240843,0.024263656,-1.427528037,0.812770563,M4,0.108644208,0.471271164,-0.001896467,0.625470085,14779.5,14135,28914.5,,
IRAK2,unassigned,0.001287157,0.03319451,-3.769163377,0.753246753,unassigned,0.03050873,0.297478496,-0.332988182,0.648034188,14223.5,14681.5,28905,,
PTGFR,M20,0.006932332,0.070862116,-2.084064341,0.79004329,M20,0.011156292,0.207341986,-0.316573695,0.630598291,14621.5,14283.5,28905,,
PCDH17,M2,0.00178581,0.038293096,-1.418038451,0.762987013,M2,0.006912244,0.174327046,-0.581068788,0.640854701,14345.5,14554,28899.5,,
CHST11,M20,0.000231264,0.024263656,-2.294554261,0.80952381,M20,0.048261222,0.350185008,-0.151432433,0.625470085,14762,14130.5,28892.5,,
GLCCI1,M6,0.00199876,0.039699154,-2.489807665,0.757575758,M6,0.003991874,0.158717364,-0.104527493,0.644444444,14280.5,14610.5,28891,,
MAP3K8,M20,0.004878251,0.059205251,-1.51991016,0.731601732,M20,0.000406276,0.120872624,-0.14760704,0.681880342,13874,15013,28887,,
F3,unassigned,0.002659715,0.044504948,-1.140308724,0.739177489,unassigned,0.001132366,0.121416647,-0.015328766,0.66025641,14022,14859,28881,,
DUSP14,M20,0.000742883,0.028224163,-3.035167864,0.82034632,M20,0.007689912,0.183123116,-0.407170979,0.623076923,14817,14055.5,28872.5,,
TNFAIP6,M1,9.89E-05,0.024263656,-0.784288404,0.837662338,M1,0.593152358,0.854576431,-0.015971586,0.62,14910.5,13938.5,28849,,
FGFR3,M20,0.001221267,0.032390383,2.843065593,0.74025974,M20,0.000621297,0.120872624,0.174360676,0.655726496,14037,14805,28842,,
TST,M20,0.003144471,0.048161422,2.182255886,0.74025974,M20,0.001335324,0.122988546,0.015650572,0.655726496,14037,14805,28842,,
TDO2,unassigned,0.001609042,0.036524523,-1.335321739,0.754329004,unassigned,0.019160902,0.24880711,-0.063081566,0.642905983,14251,14587.5,28838.5,,
CLCN2,M20,0.001302187,0.03319451,2.367370334,0.758658009,M20,0.00396106,0.158717364,0.110600417,0.64034188,14293,14543.5,28836.5,,
GJA5,M9,0.009398922,0.082031444,-3.804296365,0.727272727,M9,0.000135622,0.120872624,-0.808450157,0.695897436,13793.5,15041.5,28835,,
SDC2,unassigned,0.000115725,0.024263656,-2.801691726,0.856060606,unassigned,0.075833886,0.408533494,-0.044726384,0.617777778,14980.5,13848.5,28829,,
C2orf72,M20,0.003951869,0.053081936,4.04999683,0.744588745,M20,0.000501062,0.120872624,0.098910986,0.650940171,14100,14723,28823,,
LATS2,M10,0.001884652,0.038953607,-3.035581792,0.766233766,M10,0.004451584,0.163372003,-0.377571162,0.636410256,14384,14438.5,28822.5,,
TRIB2,M6,0.001306555,0.03319451,-1.35059577,0.75974026,M6,0.004977298,0.166713687,-0.068981981,0.639487179,14306,14516,28822,,
NAAA,M24,0.000757826,0.028315596,2.287521875,0.773809524,M24,0.008978983,0.192386638,0.037563296,0.633589744,14459,14361,28820,,
SRGN,M20,0.000127571,0.024263656,-2.255420534,0.858225108,M20,0.238062736,0.62725548,-0.002782616,0.617435897,14992,13827.5,28819.5,,
SLC41A1,M20,0.004783024,0.058592038,-2.066563163,0.729437229,M20,0.001104322,0.121416647,-0.310557758,0.673504274,13839,14974,28813,,
ADGRE2,unassigned,5.16E-05,0.024263656,-3.562189893,0.884199134,unassigned,0.164535971,0.549125231,-0.058134651,0.615897436,15044,13767,28811,,
RGCC,M20,0.000667251,0.027691812,-3.203101317,0.785714286,M20,0.005638237,0.16999212,-0.08761163,0.628888889,14577,14233.5,28810.5,,
TMEM184B,unassigned,0.000371099,0.024301472,-5.219363841,0.80952381,unassigned,0.064253549,0.390382709,-0.067982757,0.622905983,14762,14048,28810,,
RBMS1,M3,0.000155949,0.024263656,-2.767470878,0.876623377,M3,0.029602054,0.293719265,-0.076940622,0.616239316,15029.5,13779.5,28809,,
KCNJ8,M20,0.005766606,0.06464928,-3.683616074,0.748917749,M20,0.007072818,0.174327046,-0.463002988,0.646239316,14157.5,14648,28805.5,,
SOCS3,M1,0.001097042,0.030782277,-1.695858751,0.765151515,M1,0.052092294,0.358205188,-0.009701509,0.635897436,14372,14429.5,28801.5,,
SGK2,M16,0.003116697,0.048013104,1.644178301,0.734848485,M16,0.004773815,0.165480255,0.079909715,0.659487179,13949.5,14848,28797.5,,
IL15RA,unassigned,0.002219975,0.0415196,-3.223393111,0.738095238,unassigned,0.008208254,0.187626603,-0.070925349,0.654188034,14008,14783.5,28791.5,,
STON1,unassigned,0.000264394,0.024263656,-3.079701194,0.82034632,unassigned,0.031069645,0.299500867,-0.425845884,0.620683761,14817,13966.5,28783.5,,
ACSL4,M5,0.000420998,0.02449672,-3.624784786,0.837662338,M5,0.240793101,0.630195405,-0.016041111,0.618290598,14910.5,13871.5,28782,,
RGS16,M20,0.000990403,0.030213916,-5.914115437,0.788961039,M20,0.05397361,0.362701332,-0.126601836,0.626495726,14609,14165,28774,,
CCDC102B,unassigned,0.004804067,0.05880402,-5.102287493,0.765151515,unassigned,0.005163205,0.168693211,-0.385796353,0.634529915,14372,14395.5,28767.5,,
GJA4,M20,0.006551345,0.069236352,-2.978263918,0.730519481,M20,0.001324232,0.122988546,-0.335928164,0.665470085,13857,14903.5,28760.5,,
C1orf21,M6,0.00219839,0.04131239,5.846813339,0.75,M6,0.002965882,0.154600716,0.056235422,0.642735043,14172.5,14582,28754.5,,
SGTB,M14,0.001095076,0.030782277,-3.915325885,0.788961039,M14,0.039967285,0.328420385,-0.415575479,0.625811966,14609,14145.5,28754.5,,
AHNAK2,M8,0.011965873,0.094428873,-1.851879571,0.767316017,M8,0.006049829,0.172339981,-0.522797916,0.633333333,14396,14356.5,28752.5,,
SPCS3,unassigned,0.005316571,0.061715386,-2.435640378,0.732683983,unassigned,0.0010999,0.121416647,-0.054075023,0.659487179,13898.5,14848,28746.5,,
HOXB2,unassigned,0.000379836,0.024301472,-4.434349589,0.831168831,unassigned,0.02322035,0.267154495,-0.268034571,0.618290598,14873.5,13871.5,28745,,
SELENBP1,M16,0.001347092,0.033473002,1.079040074,0.747835498,M16,0.00453615,0.163550516,0.005466596,0.643247863,14152.5,14592,28744.5,,
PHTF1,unassigned,0.002289964,0.04204873,-4.124883939,0.737012987,unassigned,0.00386313,0.158717364,-0.264446043,0.652478632,13989,14754.5,28743.5,,
ANXA5,unassigned,9.36E-05,0.024263656,-3.53190592,0.864718615,unassigned,0.051739822,0.357879309,-0.009521985,0.615042735,15013.5,13727,28740.5,,
IGFBP5,M10,9.05E-05,0.024263656,-5.512246313,0.917748918,M10,0.215291542,0.607424817,-0.004573443,0.614017094,15054,13686.5,28740.5,,
HEG1,M10,0.000502574,0.025336499,-2.725825181,0.814935065,M10,0.009629711,0.198002377,-0.091424773,0.62017094,14792.5,13946,28738.5,,
FOXC1,M9,0.002058643,0.040174184,-3.63111345,0.764069264,M9,0.011790664,0.211504723,-2.121595021,0.633846154,14362.5,14372,28734.5,,
SEMA4A,M6,0.00379538,0.051956076,-3.613948997,0.741341991,M6,0.01542121,0.232315247,-0.107806238,0.648034188,14049.5,14681.5,28731,,
HYAL2,unassigned,0.002415652,0.042884642,-3.520694263,0.751082251,unassigned,0.025374738,0.27947588,-0.075422869,0.64034188,14187,14543.5,28730.5,,
FAM162A,M20,0.001969129,0.039514866,3.105690925,0.752164502,M20,0.005969807,0.172339981,0.020279452,0.639487179,14207,14516,28723,,
TLR1,unassigned,9.23E-05,0.024263656,-2.187799517,0.878787879,unassigned,0.100118788,0.457196248,-0.076885642,0.614017094,15036.5,13686.5,28723,,
OVOL2,M20,0.004336843,0.056143376,3.547033176,0.727272727,M20,0.000622503,0.120872624,0.324676206,0.667692308,13793.5,14926,28719.5,,
POU2AF1,M6,0.001685628,0.037282686,-0.788923882,0.735930736,M6,0.005669681,0.16999212,-0.029713645,0.652136752,13970,14746.5,28716.5,,
RGS5,M10,9.79E-05,0.024263656,-3.142574683,0.859307359,M10,0.254377336,0.641330128,-0.006044311,0.614700855,14996.5,13716.5,28713,,
GAS1,M20,0.000403248,0.024301472,-2.214837202,0.834415584,M20,0.308595428,0.686515622,-0.079375673,0.617350427,14889,13820,28709,,
GYG1,unassigned,0.000933148,0.029954037,-3.960086685,0.778138528,unassigned,0.051150183,0.357207948,-0.072725545,0.628034188,14506,14203,28709,,
SLC35G2,unassigned,0.001080566,0.030782277,-4.674185741,0.768398268,unassigned,0.151948651,0.535150553,-0.425135582,0.631025641,14409,14297,28706,,
MZB1,M12,0.001387256,0.033829691,-0.88092953,0.754329004,M12,0.0026205,0.149229211,-0.006389922,0.637606838,14238,14466,28704,,
PRDX4,M12,0.001794895,0.038410747,-3.13150705,0.75974026,M12,0.003749111,0.157984296,-0.033455957,0.634358974,14306,14391.5,28697.5,,
CYTH4,M6,0.001882323,0.038953607,-3.594901438,0.771645022,M6,0.069950646,0.400312581,-0.046329742,0.629401709,14443,14252.5,28695.5,,
RAPGEF4,unassigned,0.112558754,0.320557059,-0.778233123,0.735930736,unassigned,0.000960292,0.120872624,-0.865895634,0.65042735,13970,14716,28686,,
SERPINH1,M2,0.001844248,0.038882231,-1.628757518,0.765151515,M2,0.010761979,0.205802412,-0.027842097,0.631623932,14372,14314,28686,,
MMP3,M5,5.83E-05,0.024263656,-1.05328598,0.861471861,M5,0.11290725,0.480695785,-0.002385039,0.613846154,15003.5,13680,28683.5,,
BASP1,M6,0.000524891,0.025757391,-2.103330167,0.805194805,M6,0.161435237,0.545320361,-0.021642189,0.62,14737.5,13938.5,28676,,
TPRN,unassigned,0.001088698,0.030782277,2.753578879,0.770562771,unassigned,0.01084975,0.205802412,0.058579016,0.629230769,14429.5,14243.5,28673,,
PTAFR,M7,0.000445889,0.024668118,-3.078529433,0.800865801,M7,0.074747651,0.406160135,-0.077520315,0.620512821,14711.5,13957,28668.5,,
NXPE3,unassigned,0.001941369,0.039238063,-2.796401091,0.766233766,unassigned,0.011759625,0.211161441,-0.197418949,0.630598291,14384,14283.5,28667.5,,
RASSF8,unassigned,0.000423307,0.02449672,-10.41323657,0.8495671,unassigned,0.034094109,0.309076946,-0.392384344,0.614529915,14955,13711,28666,,
CFL2,M8,0.000891328,0.02943698,-2.697546405,0.811688312,M8,0.0070787,0.174327046,-0.172809176,0.618632479,14774.5,13888.5,28663,,
AIFM3,M16,0.000683889,0.027784541,1.617381656,0.771645022,M16,0.003289362,0.15633955,0.04214692,0.628376068,14443,14216,28659,,
TNC,M20,0.000124677,0.024263656,-2.414558827,0.864718615,M20,0.129661162,0.508582505,-0.011087255,0.613162393,15013.5,13644,28657.5,,
CD59,unassigned,0.021159337,0.129633498,-0.952797484,0.726190476,unassigned,0.001782993,0.136758839,-0.008294238,0.663418803,13768,14885.5,28653.5,,
CASP4,unassigned,0.000366932,0.024263656,-2.57965315,0.796536797,unassigned,0.053011034,0.361163118,-0.023704695,0.620683761,14685.5,13966.5,28652,,
MMRN1,M10,0.002940129,0.046854394,-1.579303886,0.791125541,M10,0.016720388,0.240213581,-0.152855526,0.622051282,14635,14016,28651,,
NOD2,M20,0.000916692,0.029818337,-3.42633887,0.832251082,M20,0.079848983,0.416656982,-0.382154927,0.615897436,14879,13771.5,28650.5,,
ZNF281,M20,0.000199602,0.024263656,-4.683184256,0.857142857,M20,0.034836114,0.312450707,-0.277003698,0.613333333,14986,13654.5,28640.5,,
STAT4,unassigned,0.000534807,0.025757391,-2.267045775,0.800324675,unassigned,0.051506073,0.35735989,-0.203722627,0.61982906,14705,13932.5,28637.5,,
TPST2,unassigned,0.0008877,0.02943698,-2.683373202,0.778138528,unassigned,0.013959329,0.226787961,-0.168864046,0.625470085,14506,14130.5,28636.5,,
RIPK2,M20,0.001566075,0.036224686,-2.241263673,0.75974026,M20,0.049091414,0.352588663,-0.138819899,0.632307692,14306,14330,28636,,
WASF1,M8,0.002886386,0.046449989,-3.898925618,0.744588745,M8,0.006992269,0.174327046,-0.8233026,0.64008547,14100,14534,28634,,
AKAP1,M20,0.000988195,0.030213916,4.392857009,0.786796537,M20,0.009705504,0.198074779,0.047867613,0.622564103,14586.5,14040.5,28627,,
DKK3,M10,0.000258458,0.024263656,-5.597990207,0.876623377,M10,0.031126748,0.299500867,-0.045016917,0.611965812,15029.5,13595,28624.5,,
AGT,unassigned,0.006586456,0.069254321,-1.260108023,0.718614719,unassigned,0.000184788,0.120872624,-0.073462861,0.682051282,13607,15014.5,28621.5,,
RNF144B,M20,0.000467315,0.024962965,-5.308567583,0.838744589,M20,0.045948728,0.342511085,-0.245672406,0.614358974,14916,13703.5,28619.5,,
IL1R1,M1,0.000289713,0.024263656,-3.437496699,0.832251082,M1,0.018373951,0.245803101,-0.037766783,0.615213675,14879,13738.5,28617.5,,
CDYL2,unassigned,0.002772135,0.045609742,-2.686574314,0.731601732,unassigned,0.002211143,0.143159024,-0.845857884,0.651538462,13874,14736,28610,,
LAX1,unassigned,0.002098005,0.040391098,-1.354234433,0.754329004,unassigned,0.008589039,0.190702908,-0.117129454,0.633675214,14238,14368,28606,,
IHH,M20,0.005384801,0.062116731,2.323639642,0.71969697,M20,0.000176801,0.120872624,0.086933323,0.671965812,13628,14966.5,28594.5,,
HIGD2A,M19,0.00303491,0.047545911,3.857910976,0.743506494,M19,0.006031753,0.172339981,0.026371074,0.638632479,14085.5,14489,28574.5,,
STC2,M10,0.004658237,0.057783444,-4.291597079,0.727272727,M10,0.245087342,0.634349916,-0.477114534,0.653675214,13793.5,14777,28570.5,,
CXCR1,M5,0.006879018,0.070838514,-2.93592369,0.718614719,M5,0.132105876,0.51213911,-0.06866288,0.671623932,13607,14961,28568,,
C2orf88,M20,0.001579899,0.036249065,1.057037884,0.743506494,M20,0.006769717,0.174327046,0.040163096,0.638119658,14085.5,14473.5,28559,,
GCA,unassigned,0.000988969,0.030213916,-1.755260149,0.774891775,unassigned,0.205067074,0.595530359,-0.018484447,0.623931624,14469,14089,28558,,
DUSP7,unassigned,0.004727,0.058354975,-1.894479157,0.716450216,unassigned,0.000365563,0.120872624,-0.307531417,0.673931624,13565,14977,28542,,
PEA15,M10,0.002950386,0.046875383,-1.615772907,0.733766234,M10,0.005665042,0.16999212,-0.029787481,0.645128205,13920.5,14621,28541.5,,
NUDT7,unassigned,0.004999306,0.059816554,3.202076562,0.727272727,unassigned,0.001157001,0.121416647,0.382201944,0.652136752,13793.5,14746.5,28540,,
SYT11,M10,0.000600504,0.026681724,-6.323582348,0.806277056,M10,0.044919167,0.340414753,-0.277020247,0.616581197,14745.5,13793.5,28539,,
C6orf136,M20,0.006887435,0.070851839,1.513585797,0.720779221,M20,0.000473321,0.120872624,0.102096061,0.663504274,13649,14887.5,28536.5,,
FER1L4,M12,0.003978635,0.053259529,-4.428790764,0.725108225,M12,0.002891248,0.154600716,-0.076766343,0.653846154,13744.5,14781,28525.5,,
CHRDL2,M20,0.001658021,0.037044042,-2.265835215,0.770562771,M20,0.079561427,0.41624868,-0.044066093,0.624102564,14429.5,14094,28523.5,,
CAPN13,M20,0.004310179,0.055940796,1.801591027,0.771645022,M20,0.001203368,0.122549059,0.134459869,0.623589744,14443,14073,28516,,
PECAM1,M2,0.000349401,0.024263656,-2.219700137,0.826839827,M2,0.031012788,0.299500867,-0.0193468,0.613504274,14849,13666.5,28515.5,,
HTRA1,M2,0.000996672,0.030263797,-1.983058299,0.79004329,M2,0.018685534,0.247131277,-0.059409279,0.618632479,14621.5,13888.5,28510,,
CDC42EP2,unassigned,0.001542655,0.035841103,-3.582003288,0.742424242,unassigned,0.00967031,0.198002377,-0.117623222,0.635897436,14069,14433,28502,,
PPP1R14D,M20,0.001998966,0.039699154,2.672548786,0.751082251,M20,0.009875256,0.199762808,0.021293937,0.631452991,14187,14309.5,28496.5,,
BEAN1,unassigned,0.010434794,0.086657272,-2.707655778,0.711038961,unassigned,5.84E-06,0.103616447,-0.882495636,0.725128205,13439.5,15055,28494.5,,
FGF2,unassigned,0.000264863,0.024263656,-2.47037777,0.834415584,unassigned,0.316978262,0.692315202,-0.17495171,0.612136752,14892,13601.5,28493.5,,
DEGS1,M20,0.000439457,0.024668118,-2.198248878,0.791125541,M20,0.044680265,0.339765361,-0.064551073,0.617948718,14635,13857,28492,,
ADGRG3,M5,0.004287364,0.055940796,-2.421429471,0.765151515,M5,0.275788823,0.661006419,-0.046132981,0.625128205,14372,14118.5,28490.5,,
BHMT2,unassigned,0.005327227,0.061747943,-8.400858325,0.745670996,unassigned,0.008270334,0.187626603,-0.952511105,0.633675214,14118.5,14368,28486.5,,
CTHRC1,M4,6.61E-05,0.024263656,-1.130193268,0.850649351,M4,0.110150897,0.474162773,-0.066626655,0.61042735,14961,13521,28482,,
SAV1,M20,0.005264901,0.061479661,-3.406769574,0.715367965,M20,0.000629993,0.120872624,-0.228679411,0.66974359,13540,14940.5,28480.5,,
EHD3,M6,0.006495083,0.068749098,-3.626384797,0.718614719,M6,0.00225016,0.143159024,-0.461089103,0.661196581,13607,14867.5,28474.5,,
EPB41L4B,M20,0.001255004,0.032790631,3.972485072,0.764069264,M20,0.004224779,0.16118668,0.045713378,0.624786325,14362.5,14107.5,28470,,
BGN,M2,0.004393251,0.05640934,-1.679486681,0.748917749,M2,0.014278877,0.227733063,-0.022808346,0.631282051,14163,14305,28468,,
DSE,unassigned,0.000153204,0.024263656,-5.456401193,0.856060606,unassigned,0.083052583,0.42315792,-0.094696039,0.60957265,14980.5,13485.5,28466,,
C2CD2,unassigned,0.000400761,0.024301472,-4.460146439,0.817099567,unassigned,0.015158937,0.232315247,-0.209156177,0.613333333,14801.5,13660.5,28462,,
COX4I1,M17,0.003143061,0.048161422,4.230428104,0.725108225,M17,0.001373742,0.122988546,0.006954975,0.65008547,13744.5,14712.5,28457,,
PKIB,M20,0.000968459,0.030212092,1.073035582,0.757575758,M20,0.011850826,0.2123692,0.02446283,0.627008547,14280.5,14176.5,28457,,
TXNDC11,M12,0.005774035,0.064665795,-4.104264461,0.721861472,M12,0.007568229,0.181688693,-0.055952496,0.653675214,13673.5,14777,28450.5,,
TPST1,M20,0.00086904,0.02943698,-3.325609257,0.812770563,M20,0.054989203,0.365672344,-0.230109423,0.613504274,14779.5,13666.5,28446,,
OLFM1,M20,0.000428561,0.02449672,-2.217767652,0.791125541,M20,0.256259537,0.64350032,-0.03768713,0.616923077,14635,13807,28442,,
SLC39A6,M20,0.001070597,0.030782277,-2.263928716,0.782467532,M20,0.036158238,0.318200029,-0.121455481,0.618632479,14544,13888.5,28432.5,,
HS3ST3A1,M6,0.007765766,0.074571267,-1.42781144,0.737012987,M6,0.036878058,0.318852478,-0.497991359,0.636068376,13989,14435,28424,,
COX5A,M19,0.002179255,0.041149465,3.509106726,0.745670996,M19,0.008836246,0.191642843,0.005304146,0.631282051,14118.5,14305,28423.5,,
COL8A1,M2,0.000594471,0.026681724,-5.350814547,0.865800866,M2,0.420006773,0.764004938,-0.063092064,0.607863248,15016,13399,28415,,
GFPT2,M1,0.000585339,0.026574314,-2.296680507,0.78030303,M1,0.292403202,0.674645705,-0.101445604,0.618461538,14531.5,13882,28413.5,,
SLC23A2,unassigned,0.002095874,0.040391098,-5.713183687,0.770562771,unassigned,0.023727956,0.270029825,-0.168012627,0.621196581,14429.5,13984,28413.5,,
LMCD1,M1,0.003078389,0.047812235,-4.486890819,0.768398268,M1,0.016902719,0.241247899,-0.084738106,0.621709402,14409,14003.5,28412.5,,
CLEC7A,unassigned,0.000461449,0.024962965,-3.401386552,0.814935065,unassigned,0.065049742,0.391588013,-0.072304669,0.612478632,14792.5,13615.5,28408,,
CTSB,M7,0.000870586,0.02943698,-3.814727198,0.793290043,M7,0.035575822,0.315417619,-0.002061501,0.615384615,14658,13746.5,28404.5,,
CST7,M6,0.002537228,0.043573983,-1.729399587,0.784632035,M6,0.038687888,0.325135873,-0.050002353,0.617435897,14569.5,13827.5,28397,,
